Unique ID,Primary Data Element,Message ID,Message Text,Rule Logic,Severity,Property Affected,Report Section,Report Subsection,Report Label / Value,Data Point Name / Value, xPath,Related Value(s),Date Format,Number Format,Min Value,Max Value
1800.0158,InteriorQualityRatingCode,UAD1420,Provide the interior quality rating.,"If @ValuationUseType = ""SalesComparable"" and (ImprovementType = ""Dwelling"" 
OR (ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"" and AccessoryDwellingUnitIndicator = ""true"")), and InteriorQualityRatingCode is not provided in a given instance of PROPERTY_UNIT_DETAIL",Fatal,Sales Comparable #n,Sales Comparison Approach,Interior Quality and Condition; ADU Interior Quality and Condition,Quality,InteriorQualityRatingCode,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_DETAIL/,ImprovementType (%RV1%),,,,
1800.0165,HeatingSystemType,UAD1421,Provide the heating system type. Select 'None' if there is no heating system.,"If @ValuationUseType = ""SalesComparable"" AND ImprovementType = ""Dwelling"" and (at least one instance of HEATING_SYSTEM is not provided or HeatingSystemType is not provided in a given instance of HEATING_SYSTEM)",Fatal,Sales Comparable #n,Sales Comparison Approach,Dwelling(s),Heating,HeatingSystemType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/SYSTEM/HEATING_SYSTEMS/HEATING_SYSTEM/,,,,,
1800.0166,HeatingSystemTypeOtherDescription,UAD1422,Provide a description when heating system type = 'Other'.,"If @ValuationUseType = ""SalesComparable"" and HeatingSystemType = ""Other"" and HeatingSystemTypeOtherDescription is not provided in a given instance of HEATING_SYSTEM",Fatal,Sales Comparable #n,Sales Comparison Approach,Dwelling(s),Heating,HeatingSystemTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/SYSTEM/HEATING_SYSTEMS/HEATING_SYSTEM/,,,,,
1800.0169,StructuralDesignType,UAD1423,Provide 'Structural Design'.,"If @ValuationUseType = ""SalesComparable"" and ImprovementType = ""Dwelling"" and AttachmentType = ""Attached"" and StructuralDesignType is not provided in a given instance of ARCHITECTURAL_DESIGN",Fatal,Sales Comparable #n,Sales Comparison Approach,Dwelling(s),Structure Design,StructuralDesignType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/ARCHITECTURAL_DESIGN/,,,,,
1800.0170,StructuralDesignTypeOtherDescription,UAD1424,Provide a description when 'Structure Design' = 'Other'.,"If @ValuationUseType = ""SalesComparable"" and StructuralDesignType = ""Other"" and StructuralDesignTypeOtherDescription is not provided in a given instance of ARCHITECTURAL_DESIGN",Fatal,Sales Comparable #n,Sales Comparison Approach,Dwelling(s),Structure Design,StructuralDesignTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/ARCHITECTURAL_DESIGN/,,,,,
1800.0184,TotalFinishedAreaOfAllLivingUnitsIncludingADUAreaMeasure,UAD1425,Provide the 'Gross Building Finished Area'.,"If SalesComparisonApproachIndicator = ""true"" and LivingUnitExcludingADUCount > 1 and TotalFinishedAreaOfAllLivingUnitsIncludingADUAreaMeasure is not provided",Fatal,Subject,Sales Comparison Approach,Dwelling(s),Gross Building Finished Area,TotalFinishedAreaOfAllLivingUnitsIncludingADUAreaMeasure,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
1800.0185,ExteriorConditionRatingCode,UAD1426,Provide the exterior condition rating.,"If (@ValuationUseType = ""SalesComparable"" and ImprovementType = ""Dwelling"" and HomeownerResponsibleForExteriorMaintenanceIndicator = ""true""), and (@ValuationUseType = ""SubjectProperty"" and HomeownerResponsibleForExteriorMaintenanceIndicator = ""true"") and ExteriorConditionRatingCode is not provided in a given instance of STRUCTURE_DETAIL",Fatal,Sales Comparable #n,Sales Comparison Approach,Exterior Quality and Condition,Condition,ExteriorConditionRatingCode,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_DETAIL/,,,,,
1800.0186,ExteriorQualityRatingCode,UAD1427,Provide the exterior quality rating.,"If (@ValuationUseType = ""SalesComparable"" and ImprovementType = ""Dwelling"" and HomeownerResponsibleForExteriorMaintenanceIndicator = ""true""), and (@ValuationUseType = ""SubjectProperty"" and HomeownerResponsibleForExteriorMaintenanceIndicator = ""true"") and ExteriorQualityRatingCode is not provided in a given instance of STRUCTURE_DETAIL",Fatal,Sales Comparable #n,Sales Comparison Approach,Exterior Quality and Condition,Quality,ExteriorQualityRatingCode,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_DETAIL/,,,,,
1800.0189,DaysOnMarketCount,UAD1428,Provide the total number of days the property has been on the market.,"If @ValuationUseType = ""SalesComparable"" and DaysOnMarketCount is not provided",Fatal,Sales Comparable #n,Sales Comparison Approach,General Information,Days on Market,DaysOnMarketCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/LISTING_INFORMATIONS/LISTING_INFORMATION/LISTING_INFORMATION_DETAIL/,,,,,
1800.0190,LatitudeIdentifier,UAD1429,"Provide the latitude for the sales comparable. For assistance with this message, contact the appraisal software vendor.","If @ValuationUseType = ""SalesComparable"" and LatitudeIdentifier is not provided",Warning,Sales Comparable #n,Does Not Display,Does Not Display,Does Not Display,LatitudeIdentifier,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/LOCATION_IDENTIFIER/GEOSPATIAL_INFORMATION/,,,,,
1800.0191,LongitudeIdentifier,UAD1430,"Provide the longitude for the sales comparable. For assistance with this message, contact the appraisal software vendor.","If @ValuationUseType = ""SalesComparable"" and LongitudeIdentifier is not provided",Warning,Sales Comparable #n,Does Not Display,Does Not Display,Does Not Display,LongitudeIdentifier,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/LOCATION_IDENTIFIER/GEOSPATIAL_INFORMATION/,,,,,
1800.0192,PropertyOrdinalNumber,UAD1431,"A numeric identifier ('Comparable #') must be assigned for each sales comparable. For assistance with this message, contact the appraisal software vendor.","If @ValuationUseType = ""SalesComparable"" and PropertyOrdinalNumber is not provided",Fatal,Sales Comparable,Sales Comparison Approach; Prior Sale and Transfer History,General Information; Comparable Transfer History,Comparable,PropertyOrdinalNumber,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/,AddressLineText (%RV1%),,,,
1800.0192,PropertyOrdinalNumber,UAD1432,"Comparable # must be unique. For assistance with this message, contact the appraisal software vendor.","if PropertyOrdinalNumber is not unique across all instances of PROPERTY with @ValuationUseType = ""SalesComparable""",Fatal,Sales Comparable,Sales Comparison Approach; Prior Sale and Transfer History,General Information; Comparable Transfer History,Comparable,PropertyOrdinalNumber,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/,,,,,
1800.0195,AttachmentType,UAD1433,Indicate whether the sales comparable is attached or detached.,"If @ValuationUseType = ""SalesComparable"" and AttachmentType is not provided",Fatal,Sales Comparable #n,Sales Comparison Approach,General Information,Attached/Detached,AttachmentType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
1800.0196,OverallConditionRatingCode,UAD1434,Provide the overall condition rating for the sales comparable.,"If @ValuationUseType = ""SalesComparable"" and OverallConditionRatingCode is not provided",Fatal,Sales Comparable #n,Sales Comparison Approach,Overall Quality and Condition,Condition,OverallConditionRatingCode,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
1800.0197,OverallQualityRatingCode,UAD1435,Provide the overall quality rating for the sales comparable.,"If @ValuationUseType = ""SalesComparable"" and OverallQualityRatingCode is not provided",Fatal,Sales Comparable #n,Sales Comparison Approach,Overall Quality and Condition,Quality,OverallQualityRatingCode,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
1800.0198,PriorSalesOrTransfersIndicator,UAD1436,Indicate whether the sales comparable has a prior sale or transfer.,"If @ValuationUseType = ""SalesComparable"" and PriorSalesOrTransfersIndicator is not provided",Fatal,Sales Comparable #n,Prior Sale and Transfer History,Comparable Transfer History,Transfer Terms,PriorSalesOrTransfersIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
1800.0273,OwnershipTransferTransactionType,UAD1438,The ownership transfer transaction type must be provided as sale.,"If @ValuationUseType = ""SalesComparable"" and ListingStatusType = ""SettledSale"" and OwnershipTransferTransactionType is not provided as ""Sale"" for the most recent OwnershipTransferDate",Fatal,Sales Comparable #n,Does Not Display,Does Not Display,Does Not Display,OwnershipTransferTransactionType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SALES_HISTORIES/SALES_HISTORY/,,,,,
1800.0208; 1800.0272,OwnershipTransferTransactionAmount,UAD1439,"Provide either the amount related to the transfer of ownership of real property (typically the sale price), or the reason why the ownership transfer amount was not available.","If @ValuationUseType = ""SalesComparable"" and (OwnershipTransferTransactionAmount and OwnershipTransferAmountNotAvailableReasonType) is not provided in a given instance of SALES_HISTORY",Fatal,Sales Comparable #n,Prior Sale and Transfer History; Sales Comparison Approach,Comparable Transfer History; General Information,Amount; Sale Price,OwnershipTransferTransactionAmount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SALES_HISTORIES/SALES_HISTORY/,OwnershipTransferTransactionType (%RV1%),,,,
1800.0206,OwnershipTransferAmountNotAvailableReasonTypeOtherDescription,UAD1440,Provide a description when 'Ownership Transfer Amount Not Available Reason Type' = 'Other'.,"If @ValuationUseType = ""SalesComparable"" and OwnershipTransferAmountNotAvailableReasonType = ""Other"" and OwnershipTransferAmountNotAvailableReasonTypeOtherDescription is not provided in a given instance of SALES_HISTORY",Fatal,Sales Comparable #n,Prior Sale and Transfer History,Comparable Transfer History,Amount,OwnershipTransferAmountNotAvailableReasonTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SALES_HISTORIES/SALES_HISTORY/,,,,,
1800.0208; 1800.0272,OwnershipTransferTransactionAmount,UAD1442,The amount related to the transfer of ownership of real property (typically the sale price) must be greater than or equal to $0.,"If @ValuationUseType = ""SalesComparable"" and OwnershipTransferTransactionAmount < 0 in a given instance of SALES_HISTORY",Fatal,Sales Comparable #n,Prior Sale and Transfer History; Sales Comparison Approach,Comparable Transfer History; General Information,Amount; Sale Price (%PV%),OwnershipTransferTransactionAmount (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SALES_HISTORIES/SALES_HISTORY/,OwnershipTransferTransactionType (%RV1%),,,0,
1800.0211,SaleTypeOtherDescription,UAD1444,Provide a description when 'Transfer Terms' = 'Other'.,"If @ValuationUseType = ""SalesComparable"" and SaleType = ""Other"" and SaleTypeOtherDescription is not provided in a given instance of SALES_HISTORY",Fatal,Sales Comparable #n,Prior Sale and Transfer History,Comparable Transfer History,Transfer Terms,SaleTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SALES_HISTORIES/SALES_HISTORY/,,,,,
1800.0212,HazardZoneType,UAD1445,Provide the hazard zone type. Select 'None' if the property is not in a hazard zone.,"If @ValuationUseType = ""SalesComparable"" and (at least one instance of HAZARD_ZONE is not provided or HazardZoneType is not provided in a given instance of HAZARD_ZONE)",Fatal,Sales Comparable #n,Sales Comparison Approach,Site,Hazard Zone,HazardZoneType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SITE/HAZARD_ZONES/HAZARD_ZONE/,,,,,
1800.0213,HazardZoneTypeOtherDescription,UAD1446,Provide a description when hazard zone type = 'Other'.,"If @ValuationUseType = ""SalesComparable"" and HazardZoneType = ""Other"" and HazardZoneTypeOtherDescription is not provided in a given instance of HAZARD_ZONE",Fatal,Sales Comparable #n,Sales Comparison Approach,Site,Hazard Zone,HazardZoneTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SITE/HAZARD_ZONES/HAZARD_ZONE/,,,,,
1800.0215,ImprovedSurfaceMaterialTypeOtherDescription,UAD1447,Provide a description when street surface material = 'Other'.,"If @ValuationUseType = ""SalesComparable"" and ImprovedSurfaceMaterialType = ""Other"", and ImprovedSurfaceMaterialTypeOtherDescription is not provided in a given instance of ACCESS_STREET",Fatal,Sales Comparable #n,Sales Comparison Approach,Site,Street Type | Surface,ImprovedSurfaceMaterialTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SITE/PROPERTY_ACCESS/ACCESS_STREETS/ACCESS_STREET/,,,,,
1800.0221,SiteDrainageReasonTypeOtherDescription,UAD1448,Provide a description when site drainage reason = 'Other'.,"If @ValuationUseType = ""SalesComparable"" and SiteDrainageReasonType = ""Other"" and SiteDrainageReasonTypeOtherDescription is not provided in a given instance of DRAINAGE_IMPACT_REASON",Fatal,Sales Comparable #n,Sales Comparison Approach,Site,Drainage,SiteDrainageReasonTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SITE/SITE_FEATURES/SITE_FEATURE/DRAINAGE_IMPACT_REASONS/DRAINAGE_IMPACT_REASON/,,,,,
1800.0239,LotSizeAreaMeasure,UAD1449,Provide the total site (lot) size.,"If @ValuationUseType = ""SalesComparable"" and LandOwnedInCommonIndicator = ""false"" and LotSizeAreaMeasure is not provided",Fatal,Sales Comparable #n,Sales Comparison Approach,Site,Site Size,LotSizeAreaMeasure,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SITE/SITE_SIZE_LAYOUT/,,,,,
1800.0243,ViewType,UAD1450,Provide the view type.,"If @ValuationUseType = ""SalesComparable"" and (at least one instance of SITE_VIEW is not provided or ViewType is not provided in a given instance of SITE_VIEW)",Fatal,Sales Comparable #n,Sales Comparison Approach,Site,View | Range,ViewType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SITE/SITE_VIEWS/SITE_VIEW/,,,,,
1800.0244,ViewTypeOtherDescription,UAD1451,Provide a description when view type = 'Other'.,"If @ValuationUseType = ""SalesComparable"" and ViewType = ""Other"" and ViewTypeOtherDescription is not provided in a given instance of SITE_VIEW",Fatal,Sales Comparable #n,Sales Comparison Approach,Site,View | Range,ViewTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SITE/SITE_VIEWS/SITE_VIEW/,,,,,
1800.0277,LandOwnedInCommonIndicator,UAD1452,Indicate whether the site is owned in common.,"If @ValuationUseType = ""SalesComparable"" and LandOwnedInCommonIndicator is not provided",Fatal,Sales Comparable #n,Sales Comparison Approach,{No Subsection},Site Owned in Common,LandOwnedInCommonIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SITE/SITE_DETAIL/,,,,,
1800.0287,AccessoryDwellingUnitIndicator,UAD1453,Indicate whether the living unit is an ADU.,"If @ValuationUseType = ""SalesComparable"" and LivingUnitCount > 0, and AccessoryDwellingUnitIndicator is not provided in a given instance of PROPERTY_UNIT_DETAIL",Fatal,Sales Comparable #n,Does Not Display,Does Not Display,Does Not Display,AccessoryDwellingUnitIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_DETAIL/,ImprovementType (%RV1%),,,,
1800.0319,AdditionalComparisonLineItemIdentifier,UAD1455,"One or more additional row labels are not identical for one or more properties. For assistance with this message, contact the appraisal software vendor.","For each combination of ComparableAdjustmentType = (""SalesComparableAdditionalAdjustableComparisonItem"" or ""SalesComparableAdditionalNonAdjustableComparisonItem"") and AdditionalComparisonLineItemIdentifier, if there are not matching occurrences of COMPARABLE_ADJUSTMENT across all instances of PROPERTY with @ValuationUseType = ""SalesComparable"", and the instance of PROPERTY with @ValuationUseType = ""SubjectProperty"". Example: In Appendix D-1: Sample Scenario SF1, an additional row was added with the Report Label ""Basement Access"". AdditionalComparisonLineItemIdentifier = ""Basement Access"" must be provided for the Subject and all Comps along with the associated data points.",Warning,Sales Comparable; Subject,Sales Comparison Approach,General Information,{No Label},AdditionalComparisonLineItemIdentifier,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/COMPARABLE/COMPARABLE_ADJUSTMENTS/COMPARABLE_ADJUSTMENT/,,,,,
1800.0309,AdjustedSalesPriceAmount,UAD1456,Provide the 'Adjusted Price' for the sales comparable.,"If @ValuationUseType = ""SalesComparable"" and AdjustedSalesPriceAmount is not provided",Fatal,Sales Comparable #n,Sales Comparison Approach,Summary,Adjusted Price,AdjustedSalesPriceAmount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/,,,,,
1800.0310,AdjustedSalesPricePerBedroomAmount,UAD1457,The 'Adjusted Price Per Bedroom' must be provided for a sales comparable with more than one living unit.,"If @ValuationUseType = ""SalesComparable"" and LivingUnitExcludingADUCount > 1 and AdjustedSalesPricePerBedroomAmount is not provided",Warning,Sales Comparable #n,Sales Comparison Approach,Summary,Adjusted Price Per Bedroom,AdjustedSalesPricePerBedroomAmount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/,,,,,
1800.0311,AdjustedSalesPricePerUnitAmount,UAD1458,The 'Adjusted Price Per Unit' must be provided for a sales comparable with more than one living unit.,"If @ValuationUseType = ""SalesComparable"" and LivingUnitExcludingADUCount > 1, and AdjustedSalesPricePerUnitAmount is not provided",Warning,Sales Comparable #n,Sales Comparison Approach,Summary,Adjusted Price Per Unit,AdjustedSalesPricePerUnitAmount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/,,,,,
1800.0312,ComparableWeightType,UAD1459,Provide the 'Comparable Weight' for the sales comparable.,"If @ValuationUseType = ""SalesComparable"" and ComparableWeightType is not provided",Fatal,Sales Comparable #n,Sales Comparison Approach,Summary,Comparable Weight,ComparableWeightType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/,,,,,
1800.0313,SalePriceNetTotalAdjustmentAmount,UAD1460,Provide the 'Net Adjustment Total'.,"If @ValuationUseType = ""SalesComparable"" and SalePriceNetTotalAdjustmentAmount is not provided",Fatal,Sales Comparable #n,Sales Comparison Approach,Summary,Net Adjustment Total,SalePriceNetTotalAdjustmentAmount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/,,,,,
1800.0313,SalePriceNetTotalAdjustmentAmount,UAD1461,The 'Net Adjustment Total' does not equal the sum of the individual adjustments.,"If @ValuationUseType = ""SalesComparable"" and SalePriceNetTotalAdjustmentAmount does not equal the sum of ComparableAdjustmentAmount across all instances of COMPARABLE_ADJUSTMENT",Fatal,Sales Comparable #n,Sales Comparison Approach,Summary,Net Adjustment Total (%PV%),SalePriceNetTotalAdjustmentAmount (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/COMPARABLE/COMPARABLE_DETAIL/,,,,,
1800.0322,WaterAccessDepthTypeOtherDescription,UAD1462,Provide a description when water access depth = 'Other'.,"If @ValuationUseType = ""SalesComparable"" and WaterAccessDepthType = ""Other"" and WaterAccessDepthTypeOtherDescription is not provided in a given instance of BODY_OF_WATER",Fatal,Sales Comparable #n,Sales Comparison Approach,Water Frontage with Private Access,Water Frontage,WaterAccessDepthTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SITE/SITE_INFLUENCES/SITE_INFLUENCE/BODIES_OF_WATER/BODY_OF_WATER/,,,,,
1800.0330,BedroomCount,UAD1463,"Provide the number of bedrooms in the living unit, even if the value is 0.","If @ValuationUseType = ""SalesComparable"" and (ImprovementType = ""Dwelling"" or (ImprovementType = ""Outbuilding"" AND OutbuildingRealPropertyIndicator = ""true"" AND AccessoryDwellingUnitIndicator = ""true"")), and BedroomCount is not provided in a given instance of PROPERTY_UNIT_DETAIL",Fatal,Sales Comparable #n,Sales Comparison Approach,Unit(s),Bedrooms,BedroomCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_DETAIL/,ImprovementType (%RV1%),,,,
1800.0331,FullBathroomCount,UAD1464,"Provide the number of full bathrooms in the living unit, even if the value is 0.","If @ValuationUseType = ""SalesComparable"" and (ImprovementType = ""Dwelling"" or (ImprovementType = ""Outbuilding"" AND OutbuildingRealPropertyIndicator = ""true"" AND AccessoryDwellingUnitIndicator = ""true"")), and FullBathroomCount is not provided in a given instance of PROPERTY_UNIT_DETAIL",Fatal,Sales Comparable #n,Sales Comparison Approach,Unit(s),Baths - Full | Half,FullBathroomCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_DETAIL/,ImprovementType (%RV1%),,,,
1800.0332,HalfBathroomCount,UAD1465,"Provide the number of half bathrooms in the living unit, even if the value is 0.","If @ValuationUseType = ""SalesComparable"" and (ImprovementType = ""Dwelling"" or (ImprovementType = ""Outbuilding"" AND OutbuildingRealPropertyIndicator = ""true"" AND AccessoryDwellingUnitIndicator = ""true"")), and HalfBathroomCount is not provided in a given instance of PROPERTY_UNIT_DETAIL",Fatal,Sales Comparable #n,Sales Comparison Approach,Unit(s),Baths - Full | Half,HalfBathroomCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_DETAIL/,ImprovementType (%RV1%),,,,
1800.0345,TotalFinishedAreaOfAllLivingUnitsIncludingADUAreaMeasure,UAD1467,Provide the 'Gross Building Finished Area'.,"If (@ValuationUseType = ""SalesComparable"") and (@ValuationUseType = ""SubjectProperty"" and LivingUnitExcludingADUCount > 1), and TotalFinishedAreaOfAllLivingUnitsIncludingADUAreaMeasure is not provided",Fatal,Sales Comparable #n,Sales Comparison Approach,Dwelling(s),Gross Building Finished Area,TotalFinishedAreaOfAllLivingUnitsIncludingADUAreaMeasure,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
1800.0347,DataSourceIdentifier,UAD1468,"Provide the data source identifier (e.g., MLS number).","If DataSourceIdentifier is not provided in a given instance of DATA_SOURCE with DataSourceType = ""MLS"" that has arc role to PROPERTY container with @ValuationUseType <> (""SubjectProperty"" or ""PropertyAnalyzedNotUsed"")",Fatal,N/A,,,Data Source,DataSourceIdentifier,../VALUATION_ANALYSIS/DATA_SOURCES/DATA_SOURCE/,,,,,
1800.0359,NativeAmericanLandsTypeOtherDescription,UAD1469,Provide a description when 'Native American Lands' = 'Other'.,"If @ValuationUseType = ""SalesComparable"" and NativeAmericanLandsType = ""Other"" and NativeAmericanLandsTypeOtherDescription is not provided",Fatal,Sales Comparable #n,Sales Comparison Approach,General Information,Native American Lands,NativeAmericanLandsTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
1800.0360,@xlink:arcrole,UAD1470,"When the sales comparable and the subject property have more than one living unit, each comparable unit must be associated to a subject property unit. In the UAD XML, a RELATIONSHIP container must be included that links the instance of PROPERTY_UNIT (@ValuationUseType = 'SalesComparable') to PROPERTY_UNIT (@ValuationUseType = 'SubjectProperty'). For assistance with this message, contact the appraisal software vendor.","If (@ValuationUseType = ""SubjectProperty"" and (LivingUnitExcludingADUCount > 1 or AccessoryDwellingUnitTotalCount > 0)) and
(@ValuationUseType = ""SalesComparable"" and (LivingUnitExcludingADUCount > 1 or AccessoryDwellingUnitTotalCount > 0)), and there is not an instance of RELATIONSHIP with @xlink:arcrole = urn:fdc:mismo.org:2009:residential/PROPERTY_UNIT_IsComparableFor_PROPERTY_UNIT",Fatal,Sales Comparable #n; Subject,Does Not Display,Does Not Display,Does Not Display,@xlink:arcrole,../SERVICE/RELATIONSHIPS/RELATIONSHIP/,,,,,
1800.0363,DwellingCount,UAD1471,Provide the total number of dwellings.,"If @ValuationUseType = ""SalesComparable"" and DwellingCount is not provided",Fatal,Sales Comparable #n,Does Not Display,Does Not Display,Does Not Display,DwellingCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
1800.0363,DwellingCount,UAD1472,The total number of dwellings must be at least 1.,"If @ValuationUseType = ""SalesComparable"" and DwellingCount < 1",Fatal,Sales Comparable #n,Does Not Display,Does Not Display,Does Not Display,DwellingCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,1,
1800.0364,HomeownerResponsibleForExteriorMaintenanceIndicator,UAD1473,Indicate whether the homeowner is responsible for the exterior maintenance.,"If @ValuationUseType = ""SalesComparable"" and HomeownerResponsibleForExteriorMaintenanceIndicator is not provided",Fatal,Sales Comparable #n,Does Not Display,Does Not Display,Does Not Display,HomeownerResponsibleForExteriorMaintenanceIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
1800.0365,LivingUnitExcludingADUCount,UAD1474,"Provide the total number of living units, excluding any ADUs for the sales comparable.","If @ValuationUseType = ""SalesComparable"" and LivingUnitExcludingADUCount is not provided",Fatal,Sales Comparable #n,Does Not Display,Does Not Display,Does Not Display,LivingUnitExcludingADUCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
1800.0365,LivingUnitExcludingADUCount,UAD1475,"The total number of living units, excluding any ADUs, must be at least 1.","If @ValuationUseType = ""SalesComparable"" and LivingUnitExcludingADUCount < 1",Fatal,Sales Comparable #n,Does Not Display,Does Not Display,Does Not Display,LivingUnitExcludingADUCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,1,
1800.0367,LavaFlowZoneCode,UAD1476,Provide the lava flow zone.,"If @ValuationUseType = ""SalesComparable"" and HazardZoneType = ""USGSLavaFlowZone"", and LavaFlowZoneCode is not provided",Fatal,Sales Comparable #n,Sales Comparison Approach,Site,Hazard Zone,LavaFlowZoneCode,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SITE/HAZARD_ZONES/HAZARD_ZONE/,,,,,
1800.0374,@xlink:arcrole,UAD1477,"Provide at least one data source for each sales comparable. In the UAD XML, a minimum of one RELATIONSHIP container must be included that links DATA_SOURCE to PROPERTY (@ValuationUseType = 'SalesComparable'). For assistance with this message, contact the appraisal software vendor.","If SalesComparisonApproachIndicator = ""true"" and there is no instance of RELATIONSHIP with @xlink:arcrole = ""urn:fdc:mismo.org:2009:residential/DATA_SOURCE_IsDataSourceFor_PROPERTY"" that links DATA_SOURCE to PROPERTY where @ValuationUseType = ""SalesComparable""",Fatal,Sales Comparable #n,Does Not Display,Does Not Display,Does Not Display,@xlink:arcrole,../SERVICE/RELATIONSHIPS/RELATIONSHIP/,,,,,
1800.0377,ProjectLegalStructureType,UAD1478,"Provide the ownership type of the property (e.g., cooperative, condominium, condop).","If @ValuationUseType = ""SalesComparable"" and PropertyInProjectIndicator = ""true"" and ProjectLegalStructureType is not provided",Fatal,Sales Comparable #n,Does Not Display,Does Not Display,Does Not Display,ProjectLegalStructureType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_DETAIL/,,,,,
