Unique ID,Primary Data Element,Message ID,Message Text,Rule Logic,Severity,Property Affected,Report Section,Report Subsection,Report Label / Value,Data Point Name / Value, xPath,Related Value(s),Date Format,Number Format,Min Value,Max Value
0700.0090,SeparatePostalAddressIndicator,UAD1165,Indicate whether the ADU has a separate postal address.,"If AccessoryDwellingUnitIndicator = ""true"" and SeparatePostalAddressIndicator is not provided in a given instance of PROPERTY_UNIT_DETAIL",Fatal,Subject,Unit Interior,{No Subsection},Separate Postal Address,SeparatePostalAddressIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_DETAIL/,ImprovementType (%RV1%),,,,
0700.0091,AccessType,UAD1166,"Provide ingress/egress to the ADU (i.e., Interior Access Only, Exterior Access Only, Interior and Exterior Access).","If AccessoryDwellingUnitIndicator = ""true"" and AccessType is not provided in a given instance of PROPERTY_UNIT_DETAIL",Fatal,Subject,Unit Interior,{No Subsection},Ingress/Egress,AccessType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_DETAIL/,ImprovementType (%RV1%),,,,
0700.0098,AccessoryDwellingUnitLegallyRentableIndicator,UAD1167,Indicate whether the ADU is legally rentable.,"If AccessoryDwellingUnitIndicator = ""true"" and AccessoryDwellingUnitLegallyRentableIndicator is not provided in a given instance of PROPERTY_UNIT_DETAIL",Fatal,Subject,Unit Interior,{No Subsection},Legally Rentable,AccessoryDwellingUnitLegallyRentableIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_DETAIL/,ImprovementType (%RV1%),,,,
0700.0100,AllowableLiveWorkSpaceIndicator,UAD1168,Indicate whether the living unit has any Live/Work space.,"If LandOwnedInCommonIndicator = ""true"" and AllowableLiveWorkSpaceIndicator is not provided in a given instance of PROPERTY_UNIT_DETAIL",Fatal,Subject,Unit Interior,{No Subsection},Live/Work Space,AllowableLiveWorkSpaceIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_DETAIL/,ImprovementType (%RV1%),,,,
0700.0104,ImprovementComponentConditionStatusType,UAD1169,Provide the 'Condition Status' for each floor covering.,"If ImprovementComponentType = ""Flooring"" and ImprovementComponentConditionStatusType is not provided in FLOOR_COVERING in a given instance of PROPERTY_UNIT",Fatal,Subject,Unit Interior,Quality and Condition,Condition Status,ImprovementComponentConditionStatusType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/INTERIOR_COMPONENTS/INTERIOR_COMPONENT/FLOOR_COVERINGS/FLOOR_COVERING/,,,,,
0700.0114,UnitIdentifier,UAD1170,Unit Identifier must be provided when multiple living units are identified in the appraisal.,"If (LivingUnitExcludingADUCount > 1 or AccessoryDwellingUnitTotalCount > 0), and UnitIdentifier is not provided in a given instance of PROPERTY_UNIT_DETAIL",Fatal,Subject,Unit Interior,{No Subsection},{No Label},UnitIdentifier,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_DETAIL/,ImprovementType (%RV1%),,,,
0700.0114,UnitIdentifier,UAD1171,The unit identifier must be unique.,If UnitIdentifier is not unique across all instances of PROPERTY_UNIT_DETAIL,Fatal,Subject,Unit Interior,{No Subsection},{No Label},UnitIdentifier,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_DETAIL/,,,,,
1800.0159,UnitIdentifier,UAD1172,The unit identifier must be unique.,"If @ValuationUseType = ""SalesComparable"" and UnitIdentifier is not unique across all instances of PROPERTY_UNIT_DETAIL",Fatal,Sales Comparable #n,Sales Comparison Approach,Unit(s); Interior Quality and Condition,Structure ID | Unit ID,UnitIdentifier,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_DETAIL/,,,,,
0700.0117,OverallBathroomsUpdateStatusType,UAD1173,Provide the 'Overall Update Status for Bathrooms'.,"If (ImprovementType = ""Dwelling"" or (ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"" and AccessoryDwellingUnitIndicator = ""true"")), and OverallBathroomsUpdateStatusType is not provided in a given instance of PROPERTY_UNIT_DETAIL",Fatal,Subject,Unit Interior,Quality and Condition,Overall Update Status for Bathrooms,OverallBathroomsUpdateStatusType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_DETAIL/,ImprovementType (%RV1%),,,,
0700.0118,BedroomCount,UAD1174,"Provide the number of bedrooms in the living unit, even if the value is 0.","If ImprovementType = ""Dwelling"" or (ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"" and AccessoryDwellingUnitIndicator = ""true""), and BedroomCount is not provided in a given instance of PROPERTY_UNIT_DETAIL",Fatal,Subject,Unit Interior,{No Subsection},Total Bedrooms,BedroomCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_DETAIL/,ImprovementType (%RV1%),,,,
0700.0119,FullBathroomCount,UAD1175,"Provide the number of full bathrooms in the living unit, even if the value is 0.","If (ImprovementType = ""Dwelling"" or (ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"" and AccessoryDwellingUnitIndicator = ""true"")), and FullBathroomCount is not provided in a given instance of PROPERTY_UNIT_DETAIL",Fatal,Subject,Unit Interior,{No Subsection},Total Bathrooms - Full,FullBathroomCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_DETAIL/,ImprovementType (%RV1%),,,,
0700.0120,HalfBathroomCount,UAD1176,"Provide the number of half bathrooms in the living unit, even if the value is 0.","If (ImprovementType = ""Dwelling"" or (ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"" and AccessoryDwellingUnitIndicator = ""true"")), and HalfBathroomCount is not provided in a given instance of PROPERTY_UNIT_DETAIL",Fatal,Subject,Unit Interior,{No Subsection},Total Bathrooms - Half,HalfBathroomCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_DETAIL/,ImprovementType (%RV1%),,,,
0700.0121,LevelType,UAD1177,"Provide the level type (e.g., Level 1, Level 2, Level B1).","If (ImprovementType = ""Dwelling"" or (ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"" and AccessoryDwellingUnitIndicator = ""true"")), and LevelType is not provided in a given instance ROOM_DETAIL",Fatal,Subject,Unit Interior,{No Subsection},Room,LevelType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/ROOMS/ROOM/ROOM_DETAIL/,ImprovementType (%RV1%); RoomType (%RV2%),,,,
0700.0122,OverallFlooringUpdateStatusType,UAD1178,Provide the 'Overall Update Status for Flooring'.,"If ImprovementComponentType = ""Flooring"" and OverallFlooringUpdateStatusType is not provided in a given instance of INTERIOR_COMPONENT_DETAIL",Fatal,Subject,Unit Interior,Quality and Condition,Overall Update Status for Flooring,OverallFlooringUpdateStatusType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/INTERIOR_COMPONENTS/INTERIOR_COMPONENT/INTERIOR_COMPONENT_DETAIL/,ImprovementType (%RV1%),,,,
0700.0125,DataSourceType,UAD1179,Provide at least one data source reference for the appraisal.,If at least one DataSourceType is not provided,Warning,N/A,Does Not Display,Does Not Display,Does Not Display,DataSourceType,../VALUATION_ANALYSIS/DATA_SOURCES/DATA_SOURCE/,,,,,
0700.0126,DataSourceTypeOtherDescription,UAD1181,Provide a description when data source type = 'Other'.,"If DataSourceType = ""Other"" and DataSourceTypeOtherDescription is not provided in a given instance of DATA_SOURCE",Fatal,N/A,Does Not Display,Does Not Display,Does Not Display,DataSourceTypeOtherDescription,../VALUATION_ANALYSIS/DATA_SOURCES/DATA_SOURCE/,,,,,
0700.0130,UnitMixedUsageIndicator,UAD1182,Indicate whether the living unit has any non-residential uses.,"If LandOwnedInCommonIndicator = ""true"" and UnitMixedUsageIndicator is not provided in a given instance of PROPERTY_UNIT_DETAIL",Warning,Subject,Unit Interior,{No Subsection},Non-Residential Use in Unit,UnitMixedUsageIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_DETAIL/,ImprovementType (%RV1%),,,,
0700.0131,@xlink:arcrole,UAD1183,"Provide at least one data source for each living unit associated with the subject property. In the UAD XML, a minimum of one RELATIONSHIP must be included that links DATA_SOURCE to PROPERTY_UNIT_AREA. For assistance with this message, contact the appraisal software vendor.","If there is no instance of RELATIONSHIP with @xlink:arcrole = ""urn:fdc:mismo.org:2009:residential/DATA_SOURCE_IsDataSourceFor_PROPERTY_UNIT_AREA"" that links DATA_SOURCE to each PROPERTY_UNIT_AREA where @ValuationUseType = ""SubjectProperty"" 

",Fatal,Subject,Does Not Display,Does Not Display,Does Not Display,@xlink:arcrole,../SERVICE/RELATIONSHIPS/RELATIONSHIP/,,,,,
0700.0137,LevelFinishedAreaMeasure,UAD1184,Provide the finished area of each level in the living unit.,"If (ImprovementType = ""Dwelling"" or (ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"" and AccessoryDwellingUnitIndicator = ""true"")), and LevelFinishedAreaMeasure is not provided in a given instance of LEVEL",Fatal,Subject,Unit Interior,{No Subsection},Area,LevelFinishedAreaMeasure,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/LEVELS/LEVEL/,ImprovementType (%RV1%); LevelType (%RV2%),,,,
0700.0138,LevelUnfinishedAreaMeasure,UAD1185,Provide the unfinished area of each level in the living unit.,"If (ImprovementType = ""Dwelling"" or (ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"" and AccessoryDwellingUnitIndicator = ""true"")), and LevelUnfinishedAreaMeasure is not provided in a given instance of LEVEL",Warning,Subject,Unit Interior,{No Subsection},Area,LevelUnfinishedAreaMeasure,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/LEVELS/LEVEL/,ImprovementType (%RV1%); LevelType (%RV2%),,,,
0700.0140,UnitStandardAboveGradeFinishedAreaMeasure,UAD1186,"Provide the 'Finished Above Grade' Area, even if the value is 0.","If (ImprovementType = ""Dwelling"" or (ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"" and AccessoryDwellingUnitIndicator = ""true"")), and UnitStandardAboveGradeFinishedAreaMeasure is not provided in a given instance of PROPERTY_UNIT_AREA",Fatal,Subject,Unit Interior,{No Subsection},Finished Above Grade,UnitStandardAboveGradeFinishedAreaMeasure,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_AREA/,ImprovementType (%RV1%),,,,
0700.0141,UnitNonStandardAboveGradeFinishedAreaMeasure,UAD1187,"Provide the 'Finished Above Grade (Nonstandard)' Area, even if the value is 0.","If (ImprovementType = ""Dwelling"" or (ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"" and AccessoryDwellingUnitIndicator = ""true"")), and UnitNonStandardAboveGradeFinishedAreaMeasure is not provided in a given instance of PROPERTY_UNIT_AREA",Fatal,Subject,Unit Interior,{No Subsection},Finished Above Grade (Nonstandard),UnitNonStandardAboveGradeFinishedAreaMeasure,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_AREA/,ImprovementType (%RV1%),,,,
0700.0142,UnitAboveGradeUnfinishedAreaMeasure,UAD1188,"Provide the 'Unfinished Above Grade' Area, even if the value is 0.","If (ImprovementType = ""Dwelling"" or (ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"" and AccessoryDwellingUnitIndicator = ""true"")), and UnitAboveGradeUnfinishedAreaMeasure is not provided in a given instance of PROPERTY_UNIT_AREA",Warning,Subject,Unit Interior,{No Subsection},Unfinished Above Grade,UnitAboveGradeUnfinishedAreaMeasure,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_AREA/,ImprovementType (%RV1%),,,,
0700.0143,UnitStandardBelowGradeFinishedAreaMeasure,UAD1189,"Provide the 'Finished Below Grade' Area, even if the value is 0.","If (ImprovementType = ""Dwelling"" or (ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"" and AccessoryDwellingUnitIndicator = ""true"")), and UnitStandardBelowGradeFinishedAreaMeasure is not provided in a given instance of PROPERTY_UNIT_AREA",Fatal,Subject,Unit Interior,{No Subsection},Finished Below Grade,UnitStandardBelowGradeFinishedAreaMeasure,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_AREA/,ImprovementType (%RV1%),,,,
0700.0144,UnitBelowGradeUnfinishedAreaMeasure,UAD1190,"Provide the 'Unfinished Below Grade' Area, even if the value is 0.","If (ImprovementType = ""Dwelling"" or (ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"" and AccessoryDwellingUnitIndicator = ""true"")), and UnitBelowGradeUnfinishedAreaMeasure is not provided in a given instance of PROPERTY_UNIT_AREA",Fatal,Subject,Unit Interior,{No Subsection},Unfinished Below Grade,UnitBelowGradeUnfinishedAreaMeasure,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/PROPERTY_UNITS/PROPERTY_UNIT/PROPERTY_UNIT_AREA/,ImprovementType (%RV1%),,,,
0800.0005,PriorSalesOrTransfersIndicator,UAD1191,Indicate whether the subject property has a prior sale or transfer.,If PriorSalesOrTransfersIndicator is not provided,Fatal,Subject,Prior Sale and Transfer History,Subject Transfer History,Prior Sales or Transfers,PriorSalesOrTransfersIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
0800.0018,OwnershipTransferTransactionType,UAD1192,"Provide the ownership transfer transaction type (i.e., sale, deed transfer only).","If PriorSalesOrTransfersIndicator = ""true"" and (at least one instance of SALES_HISTORY is not provided or OwnershipTransferTransactionType is not provided in a given instance of SALES_HISTORY)",Fatal,Subject,Prior Sale and Transfer History,Subject Transfer History,Transfer Terms,OwnershipTransferTransactionType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SALES_HISTORIES/SALES_HISTORY/,,,,,
0800.0013,SaleType,UAD1193,Provide the 'Transfer Terms'.,"If PriorSalesOrTransfersIndicator = ""true"" and OwnershipTransferTransactionType = ""Sale"", and SaleType is not provided in a given instance of SALES_HISTORY",Fatal,Subject,Prior Sale and Transfer History,Subject Transfer History,Transfer Terms,SaleType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SALES_HISTORIES/SALES_HISTORY/,,,,,
0800.0014,SaleTypeOtherDescription,UAD1194,Provide a description when 'Transfer Terms' = 'Other'.,"If SaleType = ""Other"" and SaleTypeOtherDescription is not provided in a given instance of SALES_HISTORY",Fatal,Subject,Prior Sale and Transfer History,Subject Transfer History,Transfer Terms,SaleTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SALES_HISTORIES/SALES_HISTORY/,,,,,
0800.0011,OwnershipTransferDate,UAD1195,Provide the ownership transfer date.,"IF PriorSalesOrTransfersIndicator = ""true"" and OwnershipTransferDate is not provided in a given instance of SALES_HISTORY",Fatal,Subject,Prior Sale and Transfer History,Subject Transfer History,Date,OwnershipTransferDate,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SALES_HISTORIES/SALES_HISTORY/,OwnershipTransferTransactionType (%RV1%),,,,
0800.0011,OwnershipTransferDate,UAD1196,"The prior sale or transfer date for the subject property must include year, month and day.","If OwnershipTransferDate does not include year, month and day (YYYY-MM-DD format) in a given instance of SALES_HISTORY",Fatal,Subject,Prior Sale and Transfer History,Subject Transfer History,Date (%PV%),OwnershipTransferDate (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SALES_HISTORIES/SALES_HISTORY/,OwnershipTransferTransactionType (%RV1%),CCYY-MM-DD,,,
0800.0012,OwnershipTransferTransactionAmount,UAD1197,The amount related to the transfer of ownership of real property (typically the sale price) must be greater than or equal to $0.,If OwnershipTransferTransactionAmount < 0 in a given instance of SALES_HISTORY,Fatal,Subject,Prior Sale and Transfer History,Subject Transfer History,Amount (%PV%),OwnershipTransferTransactionAmount (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SALES_HISTORIES/SALES_HISTORY/,OwnershipTransferTransactionType (%RV1%),,,0,
0800.0010,OwnershipTransferAmountNotAvailableReasonTypeOtherDescription,UAD1198,Provide a description when 'Ownership Transfer Amount Not Available Reason Type' = 'Other'.,"If OwnershipTransferAmountNotAvailableReasonType = ""Other"" and OwnershipTransferAmountNotAvailableReasonTypeOtherDescription is not provided in a given instance of SALES_HISTORY",Fatal,Subject,Prior Sale and Transfer History,Subject Transfer History,Amount,OwnershipTransferAmountNotAvailableReasonTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SALES_HISTORIES/SALES_HISTORY/,,,,,
0800.0031,@xlink:arcrole,UAD1199,"Provide at least one data source when the sales comparable does not have any prior sales or transfer history. In the UAD XML, a minimum of one RELATIONSHIP must be included that links DATA_SOURCE to PriorSalesOrTransfersIndicator. For assistance with this message, contact the appraisal software vendor.","If @ValuationUseType = ""SalesComparable"" and PriorSalesOrTransfersIndicator = ""false"", and there is no instance of RELATIONSHIP with @xlink:arcrole = ""urn:fdc:mismo.org:2009:residential/DATA_SOURCE_IsDataSourceFor_PriorSalesOrTransfersIndicator"" that links DATA_SOURCE to PriorSalesOrTransfersIndicator",Fatal,Sales Comparable #n,Does Not Display,Does Not Display,Does Not Display,@xlink:arcrole,../SERVICE/RELATIONSHIPS/RELATIONSHIP/,,,,,
0800.0034,@xlink:arcrole,UAD1200,"Provide at least one data source when the subject property does not have any prior sales or transfer history. In the UAD XML, a minimum of one RELATIONSHIP must be included that links DATA_SOURCE to PriorSalesOrTransfersIndicator. For assistance with this message, contact the appraisal software vendor.","If @ValuationUseType = ""SubjectProperty"" and PriorSalesOrTransfersIndicator = ""false"", and there is no instance of RELATIONSHIP with @xlink:arcrole = ""urn:fdc:mismo.org:2009:residential/DATA_SOURCE_IsDataSourceFor_PriorSalesOrTransfersIndicator"" that links DATA_SOURCE to PriorSalesOrTransfersIndicator",Fatal,Subject,Does Not Display,Does Not Display,Does Not Display,@xlink:arcrole,../SERVICE/RELATIONSHIPS/RELATIONSHIP/,,,,,
0800.0039,@xlink:arcrole,UAD1201,"Provide at least one data source when the sales comparable has a prior sale or transfer history. In the UAD XML, a minimum of one RELATIONSHIP must be included that links DATA_SOURCE to SALES_HISTORY for each prior sale or transfer. For assistance with this message, contact the appraisal software vendor.","If @ValuationUseType = ""SalesComparable"" and PriorSalesOrTransfersIndicator = ""true"", and there is no instance of RELATIONSHIP with @xlink:arcrole = ""urn:fdc:mismo.org:2009:residential/DATA_SOURCE_IsDataSourceFor_SALES_HISTORY"" that links DATA_SOURCE to SALES_HISTORY",Fatal,Sales Comparable #n,Does Not Display,Does Not Display,Does Not Display,@xlink:arcrole,../SERVICE/RELATIONSHIPS/RELATIONSHIP/,,,,,
0800.0042,@xlink:arcrole,UAD1202,"Provide at least one data source when the subject property has a prior sale or transfer history. In the UAD XML, a minimum of one RELATIONSHIP must be included that links DATA_SOURCE to SALES_HISTORY for each prior sale or transfer. For assistance with this message, contact the appraisal software vendor.","If @ValuationUseType = ""SubjectProperty"" and PriorSalesOrTransfersIndicator = ""true"", and there is no instance of RELATIONSHIP with @xlink:arcrole = ""urn:fdc:mismo.org:2009:residential/DATA_SOURCE_IsDataSourceFor_SALES_HISTORY"" that links DATA_SOURCE to SALES_HISTORY",Fatal,Subject,Does Not Display,Does Not Display,Does Not Display,@xlink:arcrole,../SERVICE/RELATIONSHIPS/RELATIONSHIP/,,,,,
